,filename,fold,target,category,esc10,src_file,take
622,"['2-130979-A-21.wav', '2-118072-A-0.wav', '2-135728-A-38.wav']",2,"[9, 4, 1]","['sneezing', 'dog', 'clock_tick']",True,"[130979, 118072, 135728]","['A', 'A', 'A']"
623,"['2-130979-A-21.wav', '2-114280-A-0.wav', '2-107351-A-20.wav']",2,"[9, 4, 3]","['sneezing', 'dog', 'crying_baby']",True,"[130979, 114280, 107351]","['A', 'A', 'A']"
624,"['2-131943-A-38.wav', '2-117271-A-0.wav', '2-109505-A-21.wav']",2,"[1, 4, 9]","['clock_tick', 'dog', 'sneezing']",True,"[131943, 117271, 109505]","['A', 'A', 'A']"
625,"['2-131943-A-38.wav', '2-114280-A-0.wav', '2-18766-A-12.wav']",2,"[1, 4, 2]","['clock_tick', 'dog', 'crackling_fire']",True,"[131943, 114280, 18766]","['A', 'A', 'A']"
626,"['2-131943-A-38.wav', '2-117271-A-0.wav', '2-28314-B-12.wav']",2,"[1, 4, 2]","['clock_tick', 'dog', 'crackling_fire']",True,"[131943, 117271, 28314]","['A', 'A', 'B']"
627,"['2-131943-A-38.wav', '2-114280-A-0.wav', '2-80482-A-20.wav']",2,"[1, 4, 3]","['clock_tick', 'dog', 'crying_baby']",True,"[131943, 114280, 80482]","['A', 'A', 'A']"
628,"['2-131943-A-38.wav', '2-118104-A-21.wav', '2-100786-A-1.wav']",2,"[1, 9, 7]","['clock_tick', 'sneezing', 'rooster']",True,"[131943, 118104, 100786]","['A', 'A', 'A']"
629,"['2-131943-A-38.wav', '2-107351-A-20.wav', '2-132157-B-11.wav']",2,"[1, 3, 8]","['clock_tick', 'crying_baby', 'sea_waves']",True,"[131943, 107351, 132157]","['A', 'A', 'B']"
630,"['2-132157-A-11.wav', '2-117271-A-0.wav', '2-109505-A-21.wav']",2,"[8, 4, 9]","['sea_waves', 'dog', 'sneezing']",True,"[132157, 117271, 109505]","['A', 'A', 'A']"
631,"['2-132157-A-11.wav', '2-118964-A-0.wav', '2-107351-B-20.wav']",2,"[8, 4, 3]","['sea_waves', 'dog', 'crying_baby']",True,"[132157, 118964, 107351]","['A', 'A', 'B']"
632,"['2-132157-A-11.wav', '2-101676-A-10.wav', '2-50667-B-41.wav']",2,"[8, 6, 0]","['sea_waves', 'rain', 'chainsaw']",True,"[132157, 101676, 50667]","['A', 'A', 'B']"
633,"['2-132157-A-11.wav', '2-116400-A-0.wav', '2-141584-A-38.wav']",2,"[8, 4, 1]","['sea_waves', 'dog', 'clock_tick']",True,"[132157, 116400, 141584]","['A', 'A', 'A']"
634,"['2-132157-A-11.wav', '2-118072-A-0.wav', '2-18766-A-12.wav']",2,"[8, 4, 2]","['sea_waves', 'dog', 'crackling_fire']",True,"[132157, 118072, 18766]","['A', 'A', 'A']"
635,"['2-132157-A-11.wav', '2-117271-A-0.wav', '2-18766-B-12.wav']",2,"[8, 4, 2]","['sea_waves', 'dog', 'crackling_fire']",True,"[132157, 117271, 18766]","['A', 'A', 'B']"
636,"['2-132157-B-11.wav', '2-102852-A-11.wav', '2-65747-A-12.wav']",2,"[8, 8, 2]","['sea_waves', 'sea_waves', 'crackling_fire']",True,"[132157, 102852, 65747]","['B', 'A', 'A']"
637,"['2-132157-B-11.wav', '2-116400-A-0.wav', '2-128631-A-21.wav']",2,"[8, 4, 9]","['sea_waves', 'dog', 'sneezing']",True,"[132157, 116400, 128631]","['B', 'A', 'A']"
638,"['2-132157-B-11.wav', '2-118072-A-0.wav', '2-30322-A-12.wav']",2,"[8, 4, 2]","['sea_waves', 'dog', 'crackling_fire']",True,"[132157, 118072, 30322]","['B', 'A', 'A']"
639,"['2-132157-B-11.wav', '2-107351-A-20.wav', '2-132157-B-11.wav']",2,"[8, 3, 8]","['sea_waves', 'crying_baby', 'sea_waves']",True,"[132157, 107351, 132157]","['B', 'A', 'B']"
640,"['2-132157-B-11.wav', '2-101676-A-10.wav', '2-102852-A-11.wav']",2,"[8, 6, 8]","['sea_waves', 'rain', 'sea_waves']",True,"[132157, 101676, 102852]","['B', 'A', 'A']"
641,"['2-132157-B-11.wav', '2-114587-A-0.wav', '2-188822-D-40.wav']",2,"[8, 4, 5]","['sea_waves', 'dog', 'helicopter']",True,"[132157, 114587, 188822]","['B', 'A', 'D']"
642,"['2-133863-A-11.wav', '2-114587-A-0.wav', '2-188822-D-40.wav']",2,"[8, 4, 5]","['sea_waves', 'dog', 'helicopter']",True,"[133863, 114587, 188822]","['A', 'A', 'D']"
643,"['2-133863-A-11.wav', '2-109505-A-21.wav', '2-37806-D-40.wav']",2,"[8, 9, 5]","['sea_waves', 'sneezing', 'helicopter']",True,"[133863, 109505, 37806]","['A', 'A', 'D']"
644,"['2-133863-A-11.wav', '2-101676-A-10.wav', '2-109505-A-21.wav']",2,"[8, 6, 9]","['sea_waves', 'rain', 'sneezing']",True,"[133863, 101676, 109505]","['A', 'A', 'A']"
645,"['2-133863-A-11.wav', '2-114280-A-0.wav', '2-80482-A-20.wav']",2,"[8, 4, 3]","['sea_waves', 'dog', 'crying_baby']",True,"[133863, 114280, 80482]","['A', 'A', 'A']"
646,"['2-133863-A-11.wav', '2-102852-A-11.wav', '2-65747-A-12.wav']",2,"[8, 8, 2]","['sea_waves', 'sea_waves', 'crackling_fire']",True,"[133863, 102852, 65747]","['A', 'A', 'A']"
647,"['2-133863-A-11.wav', '2-116400-A-0.wav', '2-141584-A-38.wav']",2,"[8, 4, 1]","['sea_waves', 'dog', 'clock_tick']",True,"[133863, 116400, 141584]","['A', 'A', 'A']"
648,"['2-134700-A-38.wav', '2-107351-B-20.wav', '2-81270-A-1.wav']",2,"[1, 3, 7]","['clock_tick', 'crying_baby', 'rooster']",True,"[134700, 107351, 81270]","['A', 'B', 'A']"
649,"['2-134700-A-38.wav', '2-100786-A-1.wav', '2-188822-A-40.wav']",2,"[1, 7, 5]","['clock_tick', 'rooster', 'helicopter']",True,"[134700, 100786, 188822]","['A', 'A', 'A']"
650,"['2-134700-A-38.wav', '2-117271-A-0.wav', '2-65750-A-1.wav']",2,"[1, 4, 7]","['clock_tick', 'dog', 'rooster']",True,"[134700, 117271, 65750]","['A', 'A', 'A']"
651,"['2-134700-A-38.wav', '2-101676-A-10.wav', '2-109505-A-21.wav']",2,"[1, 6, 9]","['clock_tick', 'rain', 'sneezing']",True,"[134700, 101676, 109505]","['A', 'A', 'A']"
652,"['2-134700-A-38.wav', '2-114587-A-0.wav', '2-18766-A-12.wav']",2,"[1, 4, 2]","['clock_tick', 'dog', 'crackling_fire']",True,"[134700, 114587, 18766]","['A', 'A', 'A']"
653,"['2-134700-A-38.wav', '2-116400-A-0.wav', '2-128631-A-21.wav']",2,"[1, 4, 9]","['clock_tick', 'dog', 'sneezing']",True,"[134700, 116400, 128631]","['A', 'A', 'A']"
654,"['2-135728-A-38.wav', '2-118964-A-0.wav', '2-93030-A-21.wav']",2,"[1, 4, 9]","['clock_tick', 'dog', 'sneezing']",True,"[135728, 118964, 93030]","['A', 'A', 'A']"
655,"['2-135728-A-38.wav', '2-118104-A-21.wav', '2-114587-A-0.wav']",2,"[1, 9, 4]","['clock_tick', 'sneezing', 'dog']",True,"[135728, 118104, 114587]","['A', 'A', 'A']"
656,"['2-135728-A-38.wav', '2-117625-A-10.wav', '2-88724-A-38.wav']",2,"[1, 6, 1]","['clock_tick', 'rain', 'clock_tick']",True,"[135728, 117625, 88724]","['A', 'A', 'A']"
657,"['2-135728-A-38.wav', '2-117271-A-0.wav', '2-50667-A-41.wav']",2,"[1, 4, 0]","['clock_tick', 'dog', 'chainsaw']",True,"[135728, 117271, 50667]","['A', 'A', 'A']"
658,"['2-135728-A-38.wav', '2-102852-A-11.wav', '2-88724-A-38.wav']",2,"[1, 8, 1]","['clock_tick', 'sea_waves', 'clock_tick']",True,"[135728, 102852, 88724]","['A', 'A', 'A']"
659,"['2-135728-A-38.wav', '2-117271-A-0.wav', '2-109505-A-21.wav']",2,"[1, 4, 9]","['clock_tick', 'dog', 'sneezing']",True,"[135728, 117271, 109505]","['A', 'A', 'A']"
660,"['2-137162-A-11.wav', '2-116400-A-0.wav', '2-95258-B-1.wav']",2,"[8, 4, 7]","['sea_waves', 'dog', 'rooster']",True,"[137162, 116400, 95258]","['A', 'A', 'B']"
661,"['2-137162-A-11.wav', '2-107351-A-20.wav', '2-132157-B-11.wav']",2,"[8, 3, 8]","['sea_waves', 'crying_baby', 'sea_waves']",True,"[137162, 107351, 132157]","['A', 'A', 'B']"
662,"['2-137162-A-11.wav', '2-114280-A-0.wav', '2-107351-A-20.wav']",2,"[8, 4, 3]","['sea_waves', 'dog', 'crying_baby']",True,"[137162, 114280, 107351]","['A', 'A', 'A']"
663,"['2-137162-A-11.wav', '2-100786-A-1.wav', '2-188822-D-40.wav']",2,"[8, 7, 5]","['sea_waves', 'rooster', 'helicopter']",True,"[137162, 100786, 188822]","['A', 'A', 'D']"
664,"['2-137162-A-11.wav', '2-116400-A-0.wav', '2-82538-A-21.wav']",2,"[8, 4, 9]","['sea_waves', 'dog', 'sneezing']",True,"[137162, 116400, 82538]","['A', 'A', 'A']"
665,"['2-137162-A-11.wav', '2-102852-A-11.wav', '2-116400-A-0.wav']",2,"[8, 8, 4]","['sea_waves', 'sea_waves', 'dog']",True,"[137162, 102852, 116400]","['A', 'A', 'A']"
666,"['2-140147-A-38.wav', '2-107351-B-20.wav', '2-82367-A-10.wav']",2,"[1, 3, 6]","['clock_tick', 'crying_baby', 'rain']",True,"[140147, 107351, 82367]","['A', 'B', 'A']"
667,"['2-140147-A-38.wav', '2-118964-A-0.wav', '2-93030-A-21.wav']",2,"[1, 4, 9]","['clock_tick', 'dog', 'sneezing']",True,"[140147, 118964, 93030]","['A', 'A', 'A']"
668,"['2-140147-A-38.wav', '2-114280-A-0.wav', '2-80482-A-20.wav']",2,"[1, 4, 3]","['clock_tick', 'dog', 'crying_baby']",True,"[140147, 114280, 80482]","['A', 'A', 'A']"
669,"['2-140147-A-38.wav', '2-107351-A-20.wav', '2-116400-A-0.wav']",2,"[1, 3, 4]","['clock_tick', 'crying_baby', 'dog']",True,"[140147, 107351, 116400]","['A', 'A', 'A']"
670,"['2-140147-A-38.wav', '2-100786-A-1.wav', '2-188822-D-40.wav']",2,"[1, 7, 5]","['clock_tick', 'rooster', 'helicopter']",True,"[140147, 100786, 188822]","['A', 'A', 'D']"
671,"['2-140147-A-38.wav', '2-102852-A-11.wav', '2-118072-A-0.wav']",2,"[1, 8, 4]","['clock_tick', 'sea_waves', 'dog']",True,"[140147, 102852, 118072]","['A', 'A', 'A']"
672,"['2-141584-A-38.wav', '2-101676-A-10.wav', '2-119102-A-21.wav']",2,"[1, 6, 9]","['clock_tick', 'rain', 'sneezing']",True,"[141584, 101676, 119102]","['A', 'A', 'A']"
673,"['2-141584-A-38.wav', '2-114280-A-0.wav', '2-18766-A-12.wav']",2,"[1, 4, 2]","['clock_tick', 'dog', 'crackling_fire']",True,"[141584, 114280, 18766]","['A', 'A', 'A']"
674,"['2-141584-A-38.wav', '2-117271-A-0.wav', '2-109505-A-21.wav']",2,"[1, 4, 9]","['clock_tick', 'dog', 'sneezing']",True,"[141584, 117271, 109505]","['A', 'A', 'A']"
675,"['2-141584-A-38.wav', '2-107351-A-20.wav', '2-122104-A-0.wav']",2,"[1, 3, 4]","['clock_tick', 'crying_baby', 'dog']",True,"[141584, 107351, 122104]","['A', 'A', 'A']"
676,"['2-141584-A-38.wav', '2-117271-A-0.wav', '2-18766-B-12.wav']",2,"[1, 4, 2]","['clock_tick', 'dog', 'crackling_fire']",True,"[141584, 117271, 18766]","['A', 'A', 'B']"
677,"['2-141584-A-38.wav', '2-114280-A-0.wav', '2-18766-B-12.wav']",2,"[1, 4, 2]","['clock_tick', 'dog', 'crackling_fire']",True,"[141584, 114280, 18766]","['A', 'A', 'B']"
678,"['2-151079-A-20.wav', '2-109505-A-21.wav', '2-188822-C-40.wav']",2,"[3, 9, 5]","['crying_baby', 'sneezing', 'helicopter']",True,"[151079, 109505, 188822]","['A', 'A', 'C']"
679,"['2-151079-A-20.wav', '2-107351-B-20.wav', '2-50668-B-41.wav']",2,"[3, 3, 0]","['crying_baby', 'crying_baby', 'chainsaw']",True,"[151079, 107351, 50668]","['A', 'B', 'B']"
680,"['2-151079-A-20.wav', '2-118104-A-21.wav', '2-114587-A-0.wav']",2,"[3, 9, 4]","['crying_baby', 'sneezing', 'dog']",True,"[151079, 118104, 114587]","['A', 'A', 'A']"
681,"['2-151079-A-20.wav', '2-114587-A-0.wav', '2-37806-D-40.wav']",2,"[3, 4, 5]","['crying_baby', 'dog', 'helicopter']",True,"[151079, 114587, 37806]","['A', 'A', 'D']"
682,"['2-151079-A-20.wav', '2-114280-A-0.wav', '2-18766-B-12.wav']",2,"[3, 4, 2]","['crying_baby', 'dog', 'crackling_fire']",True,"[151079, 114280, 18766]","['A', 'A', 'B']"
683,"['2-151079-A-20.wav', '2-102852-A-11.wav', '2-95258-B-1.wav']",2,"[3, 8, 7]","['crying_baby', 'sea_waves', 'rooster']",True,"[151079, 102852, 95258]","['A', 'A', 'B']"
684,"['2-155801-A-11.wav', '2-109505-A-21.wav', '2-37806-D-40.wav']",2,"[8, 9, 5]","['sea_waves', 'sneezing', 'helicopter']",True,"[155801, 109505, 37806]","['A', 'A', 'D']"
685,"['2-155801-A-11.wav', '2-118104-A-21.wav', '2-87781-A-10.wav']",2,"[8, 9, 6]","['sea_waves', 'sneezing', 'rain']",True,"[155801, 118104, 87781]","['A', 'A', 'A']"
686,"['2-155801-A-11.wav', '2-116400-A-0.wav', '2-18766-B-12.wav']",2,"[8, 4, 2]","['sea_waves', 'dog', 'crackling_fire']",True,"[155801, 116400, 18766]","['A', 'A', 'B']"
687,"['2-155801-A-11.wav', '2-117271-A-0.wav', '2-28314-B-12.wav']",2,"[8, 4, 2]","['sea_waves', 'dog', 'crackling_fire']",True,"[155801, 117271, 28314]","['A', 'A', 'B']"
688,"['2-155801-A-11.wav', '2-107351-A-20.wav', '2-101676-A-10.wav']",2,"[8, 3, 6]","['sea_waves', 'crying_baby', 'rain']",True,"[155801, 107351, 101676]","['A', 'A', 'A']"
689,"['2-155801-A-11.wav', '2-107351-A-20.wav', '2-71162-A-1.wav']",2,"[8, 3, 7]","['sea_waves', 'crying_baby', 'rooster']",True,"[155801, 107351, 71162]","['A', 'A', 'A']"
690,"['2-18766-A-12.wav', '2-114280-A-0.wav', '2-119102-A-21.wav']",2,"[2, 4, 9]","['crackling_fire', 'dog', 'sneezing']",True,"[18766, 114280, 119102]","['A', 'A', 'A']"
691,"['2-18766-A-12.wav', '2-118072-A-0.wav', '2-18766-B-12.wav']",2,"[2, 4, 2]","['crackling_fire', 'dog', 'crackling_fire']",True,"[18766, 118072, 18766]","['A', 'A', 'B']"
692,"['2-18766-A-12.wav', '2-118072-A-0.wav', '2-135728-A-38.wav']",2,"[2, 4, 1]","['crackling_fire', 'dog', 'clock_tick']",True,"[18766, 118072, 135728]","['A', 'A', 'A']"
693,"['2-18766-A-12.wav', '2-100786-A-1.wav', '2-88724-A-38.wav']",2,"[2, 7, 1]","['crackling_fire', 'rooster', 'clock_tick']",True,"[18766, 100786, 88724]","['A', 'A', 'A']"
694,"['2-18766-A-12.wav', '2-118104-A-21.wav', '2-114587-A-0.wav']",2,"[2, 9, 4]","['crackling_fire', 'sneezing', 'dog']",True,"[18766, 118104, 114587]","['A', 'A', 'A']"
695,"['2-18766-A-12.wav', '2-116400-A-0.wav', '2-141584-A-38.wav']",2,"[2, 4, 1]","['crackling_fire', 'dog', 'clock_tick']",True,"[18766, 116400, 141584]","['A', 'A', 'A']"
696,"['2-18766-B-12.wav', '2-117625-A-10.wav', '2-88724-A-38.wav']",2,"[2, 6, 1]","['crackling_fire', 'rain', 'clock_tick']",True,"[18766, 117625, 88724]","['B', 'A', 'A']"
697,"['2-18766-B-12.wav', '2-118072-A-0.wav', '2-18766-A-12.wav']",2,"[2, 4, 2]","['crackling_fire', 'dog', 'crackling_fire']",True,"[18766, 118072, 18766]","['B', 'A', 'A']"
698,"['2-18766-B-12.wav', '2-109505-A-21.wav', '2-188822-C-40.wav']",2,"[2, 9, 5]","['crackling_fire', 'sneezing', 'helicopter']",True,"[18766, 109505, 188822]","['B', 'A', 'C']"
699,"['2-18766-B-12.wav', '2-107351-B-20.wav', '2-37806-A-40.wav']",2,"[2, 3, 5]","['crackling_fire', 'crying_baby', 'helicopter']",True,"[18766, 107351, 37806]","['B', 'B', 'A']"
700,"['2-18766-B-12.wav', '2-100786-A-1.wav', '2-66637-A-20.wav']",2,"[2, 7, 3]","['crackling_fire', 'rooster', 'crying_baby']",True,"[18766, 100786, 66637]","['B', 'A', 'A']"
701,"['2-18766-B-12.wav', '2-114280-A-0.wav', '2-18766-B-12.wav']",2,"[2, 4, 2]","['crackling_fire', 'dog', 'crackling_fire']",True,"[18766, 114280, 18766]","['B', 'A', 'B']"
702,"['2-188822-A-40.wav', '2-107351-A-20.wav', '2-116400-A-0.wav']",2,"[5, 3, 4]","['helicopter', 'crying_baby', 'dog']",True,"[188822, 107351, 116400]","['A', 'A', 'A']"
703,"['2-188822-A-40.wav', '2-100786-A-1.wav', '2-88724-A-38.wav']",2,"[5, 7, 1]","['helicopter', 'rooster', 'clock_tick']",True,"[188822, 100786, 88724]","['A', 'A', 'A']"
704,"['2-188822-A-40.wav', '2-116400-A-0.wav', '2-18766-B-12.wav']",2,"[5, 4, 2]","['helicopter', 'dog', 'crackling_fire']",True,"[188822, 116400, 18766]","['A', 'A', 'B']"
705,"['2-188822-A-40.wav', '2-117625-A-10.wav', '2-116400-A-0.wav']",2,"[5, 6, 4]","['helicopter', 'rain', 'dog']",True,"[188822, 117625, 116400]","['A', 'A', 'A']"
706,"['2-188822-A-40.wav', '2-107351-A-20.wav', '2-101676-A-10.wav']",2,"[5, 3, 6]","['helicopter', 'crying_baby', 'rain']",True,"[188822, 107351, 101676]","['A', 'A', 'A']"
707,"['2-188822-A-40.wav', '2-116400-A-0.wav', '2-128631-A-21.wav']",2,"[5, 4, 9]","['helicopter', 'dog', 'sneezing']",True,"[188822, 116400, 128631]","['A', 'A', 'A']"
708,"['2-188822-B-40.wav', '2-118072-A-0.wav', '2-135728-A-38.wav']",2,"[5, 4, 1]","['helicopter', 'dog', 'clock_tick']",True,"[188822, 118072, 135728]","['B', 'A', 'A']"
709,"['2-188822-B-40.wav', '2-101676-A-10.wav', '2-124662-A-11.wav']",2,"[5, 6, 8]","['helicopter', 'rain', 'sea_waves']",True,"[188822, 101676, 124662]","['B', 'A', 'A']"
710,"['2-188822-B-40.wav', '2-116400-A-0.wav', '2-82538-A-21.wav']",2,"[5, 4, 9]","['helicopter', 'dog', 'sneezing']",True,"[188822, 116400, 82538]","['B', 'A', 'A']"
711,"['2-188822-B-40.wav', '2-117625-A-10.wav', '2-116400-A-0.wav']",2,"[5, 6, 4]","['helicopter', 'rain', 'dog']",True,"[188822, 117625, 116400]","['B', 'A', 'A']"
712,"['2-188822-B-40.wav', '2-101676-A-10.wav', '2-68391-A-41.wav']",2,"[5, 6, 0]","['helicopter', 'rain', 'chainsaw']",True,"[188822, 101676, 68391]","['B', 'A', 'A']"
713,"['2-188822-B-40.wav', '2-100786-A-1.wav', '2-37806-A-40.wav']",2,"[5, 7, 5]","['helicopter', 'rooster', 'helicopter']",True,"[188822, 100786, 37806]","['B', 'A', 'A']"
714,"['2-188822-C-40.wav', '2-102852-A-11.wav', '2-118072-A-0.wav']",2,"[5, 8, 4]","['helicopter', 'sea_waves', 'dog']",True,"[188822, 102852, 118072]","['C', 'A', 'A']"
715,"['2-188822-C-40.wav', '2-118104-A-21.wav', '2-95258-B-1.wav']",2,"[5, 9, 7]","['helicopter', 'sneezing', 'rooster']",True,"[188822, 118104, 95258]","['C', 'A', 'B']"
716,"['2-188822-C-40.wav', '2-107351-B-20.wav', '2-68391-B-41.wav']",2,"[5, 3, 0]","['helicopter', 'crying_baby', 'chainsaw']",True,"[188822, 107351, 68391]","['C', 'B', 'B']"
717,"['2-188822-C-40.wav', '2-109505-A-21.wav', '2-188822-D-40.wav']",2,"[5, 9, 5]","['helicopter', 'sneezing', 'helicopter']",True,"[188822, 109505, 188822]","['C', 'A', 'D']"
718,"['2-188822-C-40.wav', '2-100786-A-1.wav', '2-188822-D-40.wav']",2,"[5, 7, 5]","['helicopter', 'rooster', 'helicopter']",True,"[188822, 100786, 188822]","['C', 'A', 'D']"
719,"['2-188822-C-40.wav', '2-118104-A-21.wav', '2-87781-A-10.wav']",2,"[5, 9, 6]","['helicopter', 'sneezing', 'rain']",True,"[188822, 118104, 87781]","['C', 'A', 'A']"
720,"['2-188822-D-40.wav', '2-109505-A-21.wav', '2-118964-A-0.wav']",2,"[5, 9, 4]","['helicopter', 'sneezing', 'dog']",True,"[188822, 109505, 118964]","['D', 'A', 'A']"
721,"['2-188822-D-40.wav', '2-100786-A-1.wav', '2-88724-A-38.wav']",2,"[5, 7, 1]","['helicopter', 'rooster', 'clock_tick']",True,"[188822, 100786, 88724]","['D', 'A', 'A']"
722,"['2-188822-D-40.wav', '2-118072-A-0.wav', '2-135728-A-38.wav']",2,"[5, 4, 1]","['helicopter', 'dog', 'clock_tick']",True,"[188822, 118072, 135728]","['D', 'A', 'A']"
723,"['2-188822-D-40.wav', '2-107351-B-20.wav', '2-50668-B-41.wav']",2,"[5, 3, 0]","['helicopter', 'crying_baby', 'chainsaw']",True,"[188822, 107351, 50668]","['D', 'B', 'B']"
724,"['2-188822-D-40.wav', '2-118072-A-0.wav', '2-18766-B-12.wav']",2,"[5, 4, 2]","['helicopter', 'dog', 'crackling_fire']",True,"[188822, 118072, 18766]","['D', 'A', 'B']"
725,"['2-188822-D-40.wav', '2-100786-A-1.wav', '2-188822-A-40.wav']",2,"[5, 7, 5]","['helicopter', 'rooster', 'helicopter']",True,"[188822, 100786, 188822]","['D', 'A', 'A']"
726,"['2-28314-A-12.wav', '2-114280-A-0.wav', '2-18766-B-12.wav']",2,"[2, 4, 2]","['crackling_fire', 'dog', 'crackling_fire']",True,"[28314, 114280, 18766]","['A', 'A', 'B']"
727,"['2-28314-A-12.wav', '2-101676-A-10.wav', '2-109505-A-21.wav']",2,"[2, 6, 9]","['crackling_fire', 'rain', 'sneezing']",True,"[28314, 101676, 109505]","['A', 'A', 'A']"
728,"['2-28314-A-12.wav', '2-102852-A-11.wav', '2-118072-A-0.wav']",2,"[2, 8, 4]","['crackling_fire', 'sea_waves', 'dog']",True,"[28314, 102852, 118072]","['A', 'A', 'A']"
729,"['2-28314-A-12.wav', '2-118104-A-21.wav', '2-87781-A-10.wav']",2,"[2, 9, 6]","['crackling_fire', 'sneezing', 'rain']",True,"[28314, 118104, 87781]","['A', 'A', 'A']"
730,"['2-28314-A-12.wav', '2-114587-A-0.wav', '2-37806-D-40.wav']",2,"[2, 4, 5]","['crackling_fire', 'dog', 'helicopter']",True,"[28314, 114587, 37806]","['A', 'A', 'D']"
731,"['2-28314-A-12.wav', '2-118104-A-21.wav', '2-141584-A-38.wav']",2,"[2, 9, 1]","['crackling_fire', 'sneezing', 'clock_tick']",True,"[28314, 118104, 141584]","['A', 'A', 'A']"
732,"['2-28314-B-12.wav', '2-118104-A-21.wav', '2-95258-B-1.wav']",2,"[2, 9, 7]","['crackling_fire', 'sneezing', 'rooster']",True,"[28314, 118104, 95258]","['B', 'A', 'B']"
733,"['2-28314-B-12.wav', '2-114587-A-0.wav', '2-37806-A-40.wav']",2,"[2, 4, 5]","['crackling_fire', 'dog', 'helicopter']",True,"[28314, 114587, 37806]","['B', 'A', 'A']"
734,"['2-28314-B-12.wav', '2-102852-A-11.wav', '2-65747-A-12.wav']",2,"[2, 8, 2]","['crackling_fire', 'sea_waves', 'crackling_fire']",True,"[28314, 102852, 65747]","['B', 'A', 'A']"
735,"['2-28314-B-12.wav', '2-101676-A-10.wav', '2-50667-B-41.wav']",2,"[2, 6, 0]","['crackling_fire', 'rain', 'chainsaw']",True,"[28314, 101676, 50667]","['B', 'A', 'B']"
736,"['2-28314-B-12.wav', '2-118072-A-0.wav', '2-135728-A-38.wav']",2,"[2, 4, 1]","['crackling_fire', 'dog', 'clock_tick']",True,"[28314, 118072, 135728]","['B', 'A', 'A']"
737,"['2-28314-B-12.wav', '2-117625-A-10.wav', '2-122104-A-0.wav']",2,"[2, 6, 4]","['crackling_fire', 'rain', 'dog']",True,"[28314, 117625, 122104]","['B', 'A', 'A']"
738,"['2-30322-A-12.wav', '2-118104-A-21.wav', '2-114587-A-0.wav']",2,"[2, 9, 4]","['crackling_fire', 'sneezing', 'dog']",True,"[30322, 118104, 114587]","['A', 'A', 'A']"
739,"['2-30322-A-12.wav', '2-100786-A-1.wav', '2-88724-A-38.wav']",2,"[2, 7, 1]","['crackling_fire', 'rooster', 'clock_tick']",True,"[30322, 100786, 88724]","['A', 'A', 'A']"
740,"['2-30322-A-12.wav', '2-101676-A-10.wav', '2-124662-A-11.wav']",2,"[2, 6, 8]","['crackling_fire', 'rain', 'sea_waves']",True,"[30322, 101676, 124662]","['A', 'A', 'A']"
741,"['2-30322-A-12.wav', '2-107351-A-20.wav', '2-132157-B-11.wav']",2,"[2, 3, 8]","['crackling_fire', 'crying_baby', 'sea_waves']",True,"[30322, 107351, 132157]","['A', 'A', 'B']"
742,"['2-30322-A-12.wav', '2-117625-A-10.wav', '2-122104-A-0.wav']",2,"[2, 6, 4]","['crackling_fire', 'rain', 'dog']",True,"[30322, 117625, 122104]","['A', 'A', 'A']"
743,"['2-30322-A-12.wav', '2-117625-A-10.wav', '2-116400-A-0.wav']",2,"[2, 6, 4]","['crackling_fire', 'rain', 'dog']",True,"[30322, 117625, 116400]","['A', 'A', 'A']"
744,"['2-30322-B-12.wav', '2-117271-A-0.wav', '2-18766-B-12.wav']",2,"[2, 4, 2]","['crackling_fire', 'dog', 'crackling_fire']",True,"[30322, 117271, 18766]","['B', 'A', 'B']"
745,"['2-30322-B-12.wav', '2-100786-A-1.wav', '2-81731-A-10.wav']",2,"[2, 7, 6]","['crackling_fire', 'rooster', 'rain']",True,"[30322, 100786, 81731]","['B', 'A', 'A']"
746,"['2-30322-B-12.wav', '2-102852-A-11.wav', '2-116400-A-0.wav']",2,"[2, 8, 4]","['crackling_fire', 'sea_waves', 'dog']",True,"[30322, 102852, 116400]","['B', 'A', 'A']"
747,"['2-30322-B-12.wav', '2-117271-A-0.wav', '2-77945-A-41.wav']",2,"[2, 4, 0]","['crackling_fire', 'dog', 'chainsaw']",True,"[30322, 117271, 77945]","['B', 'A', 'A']"
748,"['2-30322-B-12.wav', '2-118104-A-21.wav', '2-95258-B-1.wav']",2,"[2, 9, 7]","['crackling_fire', 'sneezing', 'rooster']",True,"[30322, 118104, 95258]","['B', 'A', 'B']"
749,"['2-30322-B-12.wav', '2-100786-A-1.wav', '2-37806-A-40.wav']",2,"[2, 7, 5]","['crackling_fire', 'rooster', 'helicopter']",True,"[30322, 100786, 37806]","['B', 'A', 'A']"
750,"['2-37806-A-40.wav', '2-118072-A-0.wav', '2-188822-A-40.wav']",2,"[5, 4, 5]","['helicopter', 'dog', 'helicopter']",True,"[37806, 118072, 188822]","['A', 'A', 'A']"
751,"['2-37806-A-40.wav', '2-117625-A-10.wav', '2-81270-A-1.wav']",2,"[5, 6, 7]","['helicopter', 'rain', 'rooster']",True,"[37806, 117625, 81270]","['A', 'A', 'A']"
752,"['2-37806-A-40.wav', '2-118964-A-0.wav', '2-93030-A-21.wav']",2,"[5, 4, 9]","['helicopter', 'dog', 'sneezing']",True,"[37806, 118964, 93030]","['A', 'A', 'A']"
